file_path,filename,project,doc_type,ext,created_at,folder_type
test_workspace\folder_3455_\이슈.docx,이슈.docx,2025 3분기 마케팅 캠페인,기획안,.docx,2024-10-31 13:31:41,random_folder
test_workspace\folder_1478_S\ver2@#.jpg,ver2@#.jpg,외부고객,설문결과,.jpg,2025-01-05 16:00:41,random_folder
test_workspace\고객문의.pdf,고객문의.pdf,사내 업무 효율화 TF,개선안,.pdf,2025-02-24 09:58:41,root
test_workspace\2025_3분기_마케팅_캠페인\참고pshvd.docx,참고pshvd.docx,2025 3분기 마케팅 캠페인,지원요청,.docx,2025-02-06 17:26:41,project_folder
test_workspace\folder_9952_J\QnA.pptx,QnA.pptx,협력사,개발일정,.pptx,2025-01-09 11:03:41,random_folder
test_workspace\신제품_퀀텀_출시\(최종)3jw.docx,(최종)3jw.docx,신제품 '퀀텀' 출시,요구사항정의서,.docx,2025-06-02 19:57:41,project_folder
test_workspace\DRAFT.jpg,DRAFT.jpg,사내 업무 효율화 TF,설문결과,.jpg,2025-05-18 01:45:41,root
test_workspace\folder_9694_O\-최종(최종).xlsx,-최종(최종).xlsx,2025 3분기 마케팅 캠페인,피드백,.xlsx,2025-03-31 16:21:41,random_folder
test_workspace\folder_2614_K\-VER.xlsx,-VER.xlsx,2025 3분기 마케팅 캠페인,결과보고서,.xlsx,2025-04-26 02:24:41,random_folder
test_workspace\folder_4493_I\결과F9G.pptx,결과F9G.pptx,기타,지원요청,.pptx,2024-08-17 17:54:41,random_folder
test_workspace\보고서7wee5.pdf,보고서7wee5.pdf,2025 3분기 마케팅 캠페인,캠페인제안서,.pdf,2025-03-06 05:17:41,root
test_workspace\folder_2614_K\v1.png,v1.png,협력사,캠페인제안서,.png,2024-11-12 03:15:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\회의.jpg,회의.jpg,2025 3분기 마케팅 캠페인,예산안,.jpg,2025-07-22 20:58:41,project_folder
test_workspace\folder_9952_J\수정본tzj0n.jpg,수정본tzj0n.jpg,사내 업무 효율화 TF,피드백,.jpg,2025-02-10 21:00:41,random_folder
test_workspace\final.txt,final.txt,협력사,캠페인제안서,.txt,2025-07-23 05:07:41,root
test_workspace\협력사\-최종본(2)jvy959.png,-최종본(2)jvy959.png,협력사,개선안,.png,2025-03-27 08:23:41,project_folder
test_workspace\-최종(2).png,-최종(2).png,사내 업무 효율화 TF,QnA,.png,2024-10-28 08:52:41,root
test_workspace\2025_3분기_마케팅_캠페인\이슈u75p.png,이슈u75p.png,2025 3분기 마케팅 캠페인,QnA,.png,2025-06-26 10:35:41,project_folder
test_workspace\folder_3025_M\-최종본(1).pdf,-최종본(1).pdf,2025 3분기 마케팅 캠페인,예산안,.pdf,2025-08-04 01:26:41,random_folder
test_workspace\folder_2228_^\-최종본(최종).png,-최종본(최종).png,사내 업무 효율화 TF,결과보고서,.png,2024-11-20 21:59:41,random_folder
test_workspace\-최종(2).png,-최종(2).png,사내 업무 효율화 TF,견적,.png,2025-08-06 11:02:41,root
test_workspace\이슈R4.png,이슈R4.png,내부지원,회의록,.png,2024-08-21 23:46:41,root
test_workspace\folder_4967_L\-최종.docx,-최종.docx,2025 3분기 마케팅 캠페인,견적,.docx,2025-06-05 02:02:41,random_folder
test_workspace\folder_8983_[\-사본.pdf,-사본.pdf,기타,발표자료,.pdf,2024-11-20 07:45:41,random_folder
test_workspace\folder_9941_A\고객문의.pptx,고객문의.pptx,외부고객,개발일정,.pptx,2025-04-07 00:26:41,random_folder
test_workspace\v2.pdf,v2.pdf,2025 3분기 마케팅 캠페인,예산안,.pdf,2024-10-19 01:17:41,root
test_workspace\folder_4493_I\final_61.png,final_61.png,외부고객,계약,.png,2024-10-11 00:53:41,random_folder
test_workspace\folder_5179_F\-최종수정.pdf,-최종수정.pdf,2025 3분기 마케팅 캠페인,피드백,.pdf,2025-05-24 04:39:41,random_folder
test_workspace\참고.png,참고.png,2025 3분기 마케팅 캠페인,캠페인제안서,.png,2024-09-09 03:08:41,root
test_workspace\folder_3455_\고객문의_30.pptx,고객문의_30.pptx,협력사,예산안,.pptx,2024-10-02 11:25:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\QnA@#.jpg,QnA@#.jpg,2025 3분기 마케팅 캠페인,피드백,.jpg,2025-04-21 17:43:41,project_folder
test_workspace\-최종(1).txt,-최종(1).txt,협력사,QnA,.txt,2024-12-06 18:12:41,root
test_workspace\기타\-최종by.docx,-최종by.docx,기타,계약,.docx,2024-12-11 07:23:41,project_folder
test_workspace\folder_6063_N\최종본_9.pdf,최종본_9.pdf,내부지원,견적,.pdf,2024-12-03 17:47:41,random_folder
test_workspace\(1).jpg,(1).jpg,신제품 '퀀텀' 출시,설문결과,.jpg,2024-10-01 11:32:41,root
test_workspace\피드백@#_58.docx,피드백@#_58.docx,2025 3분기 마케팅 캠페인,계약,.docx,2025-06-13 06:06:41,root
test_workspace\v3.jpg,v3.jpg,2025 3분기 마케팅 캠페인,피드백,.jpg,2024-12-23 20:36:41,root
test_workspace\folder_5723_C\-ver.png,-ver.png,사내 업무 효율화 TF,디자인시안,.png,2024-11-21 18:33:41,random_folder
test_workspace\기타\(최종).txt,(최종).txt,기타,디자인시안,.txt,2024-08-18 11:09:41,project_folder
test_workspace\folder_1249_V\피드백jxqrfh.pptx,피드백jxqrfh.pptx,신제품 '퀀텀' 출시,디자인시안,.pptx,2025-04-29 00:20:41,random_folder
test_workspace\_edit_48.png,_edit_48.png,2025 3분기 마케팅 캠페인,디자인시안,.png,2024-08-29 02:37:41,root
test_workspace\ver2k5gn.xlsx,ver2k5gn.xlsx,2025 3분기 마케팅 캠페인,발표자료,.xlsx,2024-08-21 13:23:41,root
test_workspace\v1szcnku.txt,v1szcnku.txt,협력사,견적,.txt,2025-01-16 01:01:41,root
test_workspace\folder_4493_I\_LAST.txt,_LAST.txt,2025 3분기 마케팅 캠페인,기획안,.txt,2025-05-09 19:23:41,random_folder
test_workspace\v366.pdf,v366.pdf,2025 3분기 마케팅 캠페인,디자인시안,.pdf,2025-01-28 10:42:41,root
test_workspace\2025_3분기_마케팅_캠페인\첨부.pdf,첨부.pdf,2025 3분기 마케팅 캠페인,결과보고서,.pdf,2025-06-17 01:28:41,project_folder
test_workspace\folder_4687_T\finalrs4j.txt,finalrs4j.txt,기타,예산안,.txt,2025-06-14 04:32:41,random_folder
test_workspace\folder_2999_D\-최종본(2)@#.png,-최종본(2)@#.png,2025 3분기 마케팅 캠페인,광고시안,.png,2025-02-04 19:23:41,random_folder
test_workspace\folder_3455_\-최종(1)ww617s.pptx,-최종(1)ww617s.pptx,외부고객,기획안,.pptx,2025-02-19 03:40:41,random_folder
test_workspace\folder_7956_W\자료_79.pptx,자료_79.pptx,사내 업무 효율화 TF,지원요청,.pptx,2025-06-28 16:28:41,random_folder
test_workspace\-최종본(2).pdf,-최종본(2).pdf,신제품 '퀀텀' 출시,고객문의,.pdf,2024-09-08 07:43:41,root
test_workspace\-최종본.txt,-최종본.txt,2025 3분기 마케팅 캠페인,견적,.txt,2025-06-13 08:10:41,root
test_workspace\folder_9694_O\보고서K9M8@#_82.png,보고서K9M8@#_82.png,내부지원,디자인시안,.png,2024-11-30 09:59:41,random_folder
test_workspace\-사본.docx,-사본.docx,협력사,광고시안,.docx,2025-06-13 02:27:41,root
test_workspace\수정본qvr2j3.xlsx,수정본qvr2j3.xlsx,신제품 '퀀텀' 출시,요구사항정의서,.xlsx,2025-01-07 06:16:41,root
test_workspace\folder_9694_O\이슈.jpg,이슈.jpg,협력사,발표자료,.jpg,2025-07-14 12:19:41,random_folder
test_workspace\folder_2228_^\-최종본(2).txt,-최종본(2).txt,신제품 '퀀텀' 출시,캠페인제안서,.txt,2025-03-07 09:45:41,random_folder
test_workspace\folder_5179_F\ver2.txt,ver2.txt,협력사,회의록,.txt,2025-06-04 19:59:41,random_folder
test_workspace\folder_9156_Q\(1)_61.docx,(1)_61.docx,기타,계약,.docx,2025-01-27 16:56:41,random_folder
test_workspace\V3@#_59.png,V3@#_59.png,외부고객,이슈,.png,2025-04-04 17:53:41,root
test_workspace\2025_3분기_마케팅_캠페인\이슈.jpg,이슈.jpg,2025 3분기 마케팅 캠페인,예산안,.jpg,2024-11-20 07:35:41,project_folder
test_workspace\참고.docx,참고.docx,2025 3분기 마케팅 캠페인,기획안,.docx,2025-06-30 19:16:41,root
test_workspace\-최종.docx,-최종.docx,외부고객,기획안,.docx,2025-04-11 00:55:41,root
test_workspace\folder_3530_]\_lastec8mke_13.xlsx,_lastec8mke_13.xlsx,외부고객,발표자료,.xlsx,2024-11-21 19:35:41,random_folder
test_workspace\folder_1249_V\지원요청@#.xlsx,지원요청@#.xlsx,기타,예산안,.xlsx,2025-07-31 11:14:41,random_folder
test_workspace\folder_5266_H\_last.xlsx,_last.xlsx,신제품 '퀀텀' 출시,견적,.xlsx,2024-12-02 02:58:41,random_folder
test_workspace\folder_6063_N\고객문의.txt,고객문의.txt,내부지원,디자인시안,.txt,2024-11-10 23:04:41,random_folder
test_workspace\기타\draft.png,draft.png,기타,예산안,.png,2025-06-09 04:38:41,project_folder
test_workspace\folder_3025_M\(최종).pptx,(최종).pptx,기타,고객문의,.pptx,2024-10-25 02:31:41,random_folder
test_workspace\-최종본(최종)_77.docx,-최종본(최종)_77.docx,신제품 '퀀텀' 출시,광고시안,.docx,2025-08-05 17:33:41,root
test_workspace\folder_6611_E\(최종).xlsx,(최종).xlsx,협력사,디자인시안,.xlsx,2025-06-10 20:26:41,random_folder
test_workspace\-최종본(1)@#.png,-최종본(1)@#.png,내부지원,개선안,.png,2025-08-04 11:18:41,root
test_workspace\기타\수정본wf4cmv.docx,수정본wf4cmv.docx,기타,발표자료,.docx,2025-01-01 16:04:41,project_folder
test_workspace\folder_6611_E\-VERAA9.jpg,-VERAA9.jpg,기타,개선안,.jpg,2025-01-05 22:50:41,random_folder
test_workspace\folder_5723_C\-최종본(1).docx,-최종본(1).docx,2025 3분기 마케팅 캠페인,발표자료,.docx,2024-10-06 07:40:41,random_folder
test_workspace\내부지원\-ver.txt,-ver.txt,내부지원,개선안,.txt,2025-06-08 22:00:41,project_folder
test_workspace\회의.txt,회의.txt,외부고객,캠페인제안서,.txt,2024-09-07 17:23:41,root
test_workspace\2025_3분기_마케팅_캠페인\v1@#.txt,v1@#.txt,2025 3분기 마케팅 캠페인,광고시안,.txt,2024-10-18 05:30:41,project_folder
test_workspace\신제품_퀀텀_출시\-최종본(최종).docx,-최종본(최종).docx,신제품 '퀀텀' 출시,요구사항정의서,.docx,2025-05-06 18:00:41,project_folder
test_workspace\folder_2614_K\최종본.txt,최종본.txt,기타,캠페인제안서,.txt,2025-01-08 22:54:41,random_folder
test_workspace\수정본.docx,수정본.docx,2025 3분기 마케팅 캠페인,광고시안,.docx,2025-04-27 09:39:41,root
test_workspace\folder_5266_H\최종본z70f@#.pdf,최종본z70f@#.pdf,신제품 '퀀텀' 출시,설문결과,.pdf,2025-03-11 08:45:41,random_folder
test_workspace\folder_4546_U\-최종본(최종).xlsx,-최종본(최종).xlsx,2025 3분기 마케팅 캠페인,기획안,.xlsx,2024-09-30 10:58:41,random_folder
test_workspace\사내_업무_효율화_TF\-ver.docx,-ver.docx,사내 업무 효율화 TF,이슈,.docx,2025-06-11 00:08:41,project_folder
test_workspace\_edit6ihic@#.pptx,_edit6ihic@#.pptx,사내 업무 효율화 TF,이슈,.pptx,2025-07-21 16:00:41,root
test_workspace\-ver.xlsx,-ver.xlsx,기타,QnA,.xlsx,2024-10-20 12:19:41,root
test_workspace\-ver_6.pptx,-ver_6.pptx,협력사,피드백,.pptx,2024-11-17 01:23:41,root
test_workspace\folder_2614_K\-사본.pdf,-사본.pdf,내부지원,예산안,.pdf,2025-07-11 14:36:41,random_folder
test_workspace\folder_6561_Y\_last.txt,_last.txt,2025 3분기 마케팅 캠페인,QnA,.txt,2025-02-05 17:16:41,random_folder
test_workspace\folder_6933_X\_복사본.pptx,_복사본.pptx,사내 업무 효율화 TF,피드백,.pptx,2024-08-19 22:45:41,random_folder
test_workspace\v2@#.pptx,v2@#.pptx,협력사,요구사항정의서,.pptx,2025-03-24 23:14:41,root
test_workspace\folder_9694_O\첨부.xlsx,첨부.xlsx,내부지원,고객문의,.xlsx,2024-08-28 17:03:41,random_folder
test_workspace\기타\-최종(최종).png,-최종(최종).png,기타,요구사항정의서,.png,2025-03-14 08:47:41,project_folder
test_workspace\folder_7492_B\-최종본.pdf,-최종본.pdf,사내 업무 효율화 TF,캠페인제안서,.pdf,2024-12-29 15:30:41,random_folder
test_workspace\folder_5723_C\최종본24h@#_61.docx,최종본24h@#_61.docx,협력사,고객문의,.docx,2024-11-04 00:59:41,random_folder
test_workspace\folder_2999_D\회의.jpg,회의.jpg,신제품 '퀀텀' 출시,개발일정,.jpg,2025-03-08 02:41:41,random_folder
test_workspace\(최종)@#.pptx,(최종)@#.pptx,협력사,결과보고서,.pptx,2025-04-10 13:58:41,root
test_workspace\2025_3분기_마케팅_캠페인\-최종본.pdf,-최종본.pdf,2025 3분기 마케팅 캠페인,고객문의,.pdf,2025-03-29 09:59:41,project_folder
test_workspace\-최종.docx,-최종.docx,외부고객,QnA,.docx,2025-06-11 22:58:41,root
test_workspace\folder_7026_Z\-최종(최종).png,-최종(최종).png,사내 업무 효율화 TF,기획안,.png,2025-04-08 23:39:41,random_folder
test_workspace\견적.txt,견적.txt,협력사,예산안,.txt,2024-10-26 06:27:41,root
test_workspace\기타\ver2hd@#.txt,ver2hd@#.txt,기타,요구사항정의서,.txt,2024-11-21 17:33:41,project_folder
test_workspace\folder_2999_D\v3@#.txt,v3@#.txt,사내 업무 효율화 TF,설문결과,.txt,2025-07-07 21:39:41,random_folder
test_workspace\신제품_퀀텀_출시\(최종).pptx,(최종).pptx,신제품 '퀀텀' 출시,고객문의,.pptx,2025-07-08 12:00:41,project_folder
test_workspace\신제품_퀀텀_출시\견적0JD.png,견적0JD.png,신제품 '퀀텀' 출시,설문결과,.png,2024-12-19 09:26:41,project_folder
test_workspace\final.png,final.png,외부고객,피드백,.png,2025-01-27 20:42:41,root
test_workspace\folder_5266_H\-최종본.pptx,-최종본.pptx,기타,고객문의,.pptx,2025-08-06 13:21:41,random_folder
test_workspace\외부고객\보고서.xlsx,보고서.xlsx,외부고객,요구사항정의서,.xlsx,2025-01-03 21:17:41,project_folder
test_workspace\기타\DRAFT.jpg,DRAFT.jpg,기타,개발일정,.jpg,2025-06-02 14:22:41,project_folder
test_workspace\folder_3455_\지원요청@#.jpg,지원요청@#.jpg,내부지원,요구사항정의서,.jpg,2024-12-11 00:17:41,random_folder
test_workspace\-최종본(최종).docx,-최종본(최종).docx,기타,결과보고서,.docx,2025-05-20 02:24:41,root
test_workspace\folder_5266_H\견적.jpg,견적.jpg,2025 3분기 마케팅 캠페인,결과보고서,.jpg,2025-08-06 07:02:41,random_folder
test_workspace\외부고객\ver2_96.xlsx,ver2_96.xlsx,외부고객,기획안,.xlsx,2025-03-23 10:09:41,project_folder
test_workspace\folder_2999_D\_복사본@#.docx,_복사본@#.docx,사내 업무 효율화 TF,요구사항정의서,.docx,2024-12-23 00:36:41,random_folder
test_workspace\folder_4555_G\-최종본(2)@#.png,-최종본(2)@#.png,사내 업무 효율화 TF,피드백,.png,2024-08-27 10:54:41,random_folder
test_workspace\-vervkymhn@#_5.jpg,-vervkymhn@#_5.jpg,기타,개발일정,.jpg,2024-11-30 05:22:41,root
test_workspace\folder_4555_G\참고xqk.png,참고xqk.png,외부고객,결과보고서,.png,2024-09-11 22:18:41,random_folder
test_workspace\folder_1249_V\첨부w64.docx,첨부w64.docx,사내 업무 효율화 TF,예산안,.docx,2025-01-09 15:13:41,random_folder
test_workspace\고객문의.jpg,고객문의.jpg,협력사,견적,.jpg,2025-02-17 03:48:41,root
test_workspace\2025_3분기_마케팅_캠페인\QnAlxnvo@#.pdf,QnAlxnvo@#.pdf,2025 3분기 마케팅 캠페인,기획안,.pdf,2025-02-21 20:41:41,project_folder
test_workspace\사내_업무_효율화_TF\_복사본.docx,_복사본.docx,사내 업무 효율화 TF,QnA,.docx,2024-11-17 09:15:41,project_folder
test_workspace\folder_4967_L\-최종본(2).docx,-최종본(2).docx,내부지원,캠페인제안서,.docx,2025-07-26 19:12:41,random_folder
test_workspace\folder_2999_D\이슈@#.txt,이슈@#.txt,협력사,요구사항정의서,.txt,2025-03-29 15:46:41,random_folder
test_workspace\folder_6611_E\VER2.txt,VER2.txt,협력사,예산안,.txt,2025-06-21 03:39:41,random_folder
test_workspace\-최종.png,-최종.png,외부고객,발표자료,.png,2024-11-07 09:02:41,root
test_workspace\folder_9156_Q\ver2.docx,ver2.docx,내부지원,지원요청,.docx,2025-07-18 15:20:41,random_folder
test_workspace\외부고객\-최종본(2)zgv8f0.txt,-최종본(2)zgv8f0.txt,외부고객,예산안,.txt,2025-01-11 03:29:41,project_folder
test_workspace\folder_7026_Z\첨부jgasb2.docx,첨부jgasb2.docx,신제품 '퀀텀' 출시,설문결과,.docx,2025-01-20 19:41:41,random_folder
test_workspace\folder_6561_Y\_EDITNTP1E6.pdf,_EDITNTP1E6.pdf,사내 업무 효율화 TF,개발일정,.pdf,2024-10-11 01:18:41,random_folder
test_workspace\folder_5179_F\지원요청.png,지원요청.png,사내 업무 효율화 TF,개선안,.png,2024-09-07 17:15:41,random_folder
test_workspace\folder_1249_V\첨부.pptx,첨부.pptx,기타,개선안,.pptx,2025-05-06 01:00:41,random_folder
test_workspace\folder_2614_K\-최종(2)3xqr89.pptx,-최종(2)3xqr89.pptx,외부고객,개선안,.pptx,2025-03-03 18:25:41,random_folder
test_workspace\folder_4546_U\v1.xlsx,v1.xlsx,신제품 '퀀텀' 출시,QnA,.xlsx,2025-04-13 18:00:41,random_folder
test_workspace\folder_9694_O\ver28wq.jpg,ver28wq.jpg,기타,기획안,.jpg,2025-01-23 19:20:41,random_folder
test_workspace\folder_3455_\이슈.png,이슈.png,협력사,요구사항정의서,.png,2024-09-07 11:55:41,random_folder
test_workspace\folder_3025_M\-최종본(최종)aw9e.docx,-최종본(최종)aw9e.docx,사내 업무 효율화 TF,계약,.docx,2024-12-31 19:12:41,random_folder
test_workspace\folder_9583_R\회의kgm403.docx,회의kgm403.docx,외부고객,기획안,.docx,2025-08-08 10:31:41,random_folder
test_workspace\folder_6063_N\회의.jpg,회의.jpg,외부고객,광고시안,.jpg,2025-05-01 13:09:41,random_folder
test_workspace\folder_7492_B\-사본.pdf,-사본.pdf,내부지원,계약,.pdf,2025-01-13 22:47:41,random_folder
test_workspace\외부고객\-최종(최종).xlsx,-최종(최종).xlsx,외부고객,개선안,.xlsx,2025-07-02 12:49:41,project_folder
test_workspace\-최종(2).jpg,-최종(2).jpg,신제품 '퀀텀' 출시,예산안,.jpg,2024-08-31 15:21:41,root
test_workspace\folder_9694_O\(최종).docx,(최종).docx,신제품 '퀀텀' 출시,계약,.docx,2025-05-17 19:16:41,random_folder
test_workspace\folder_6063_N\-최종(2).xlsx,-최종(2).xlsx,기타,지원요청,.xlsx,2025-06-07 09:48:41,random_folder
test_workspace\folder_6611_E\(최종)@#.docx,(최종)@#.docx,기타,캠페인제안서,.docx,2024-10-17 22:52:41,random_folder
test_workspace\외부고객\-ver.docx,-ver.docx,외부고객,광고시안,.docx,2025-03-19 07:37:41,project_folder
test_workspace\참고fq6p.png,참고fq6p.png,협력사,결과보고서,.png,2024-12-22 06:35:41,root
test_workspace\folder_2614_K\참고pnskl.pptx,참고pnskl.pptx,신제품 '퀀텀' 출시,결과보고서,.pptx,2025-05-20 21:01:41,random_folder
test_workspace\외부고객\v3bs1y.docx,v3bs1y.docx,외부고객,설문결과,.docx,2025-05-28 17:19:41,project_folder
test_workspace\협력사\v1.txt,v1.txt,협력사,디자인시안,.txt,2024-11-17 22:47:41,project_folder
test_workspace\folder_5266_H\v3.pdf,v3.pdf,2025 3분기 마케팅 캠페인,설문결과,.pdf,2024-09-20 11:17:41,random_folder
test_workspace\folder_9694_O\-VER.pptx,-VER.pptx,협력사,계약,.pptx,2025-02-27 00:35:41,random_folder
test_workspace\folder_4546_U\지원요청@#.docx,지원요청@#.docx,2025 3분기 마케팅 캠페인,캠페인제안서,.docx,2024-11-23 13:35:41,random_folder
test_workspace\내부지원\계약.pdf,계약.pdf,내부지원,예산안,.pdf,2025-02-25 18:24:41,project_folder
test_workspace\folder_4687_T\첨부dgaom_53.png,첨부dgaom_53.png,기타,지원요청,.png,2024-08-31 10:51:41,random_folder
test_workspace\계약.xlsx,계약.xlsx,외부고객,QnA,.xlsx,2025-05-21 01:02:41,root
test_workspace\folder_3025_M\_EDITN3972.txt,_EDITN3972.txt,사내 업무 효율화 TF,지원요청,.txt,2025-02-03 16:27:41,random_folder
test_workspace\folder_9694_O\첨부qej4rf.pptx,첨부qej4rf.pptx,협력사,캠페인제안서,.pptx,2025-02-05 15:37:41,random_folder
test_workspace\folder_4546_U\피드백74o1.pptx,피드백74o1.pptx,내부지원,예산안,.pptx,2025-05-31 05:35:41,random_folder
test_workspace\folder_1249_V\-최종본(1).pdf,-최종본(1).pdf,내부지원,예산안,.pdf,2025-02-15 03:46:41,random_folder
test_workspace\folder_8983_[\VER2_47.jpg,VER2_47.jpg,2025 3분기 마케팅 캠페인,계약,.jpg,2025-04-06 11:16:41,random_folder
test_workspace\-최종본(2).png,-최종본(2).png,기타,광고시안,.png,2025-01-29 15:38:41,root
test_workspace\folder_9407_P\v1vd5.txt,v1vd5.txt,기타,계약,.txt,2025-01-08 10:40:41,random_folder
test_workspace\folder_6611_E\-최종수정.xlsx,-최종수정.xlsx,사내 업무 효율화 TF,캠페인제안서,.xlsx,2025-02-04 05:13:41,random_folder
test_workspace\folder_9941_A\v1_19.jpg,v1_19.jpg,외부고객,개선안,.jpg,2024-10-06 17:51:41,random_folder
test_workspace\folder_2228_^\-사본_92.xlsx,-사본_92.xlsx,2025 3분기 마케팅 캠페인,예산안,.xlsx,2024-10-25 04:15:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\_EDIT.xlsx,_EDIT.xlsx,2025 3분기 마케팅 캠페인,계약,.xlsx,2024-12-04 18:51:41,project_folder
test_workspace\folder_9694_O\-최종본.pptx,-최종본.pptx,내부지원,요구사항정의서,.pptx,2025-02-15 01:34:41,random_folder
test_workspace\folder_3455_\-사본87.docx,-사본87.docx,2025 3분기 마케팅 캠페인,지원요청,.docx,2025-05-10 07:36:41,random_folder
test_workspace\folder_3025_M\-최종수정.txt,-최종수정.txt,기타,디자인시안,.txt,2025-07-25 23:54:41,random_folder
test_workspace\-최종본(최종)7rqna@#.pdf,-최종본(최종)7rqna@#.pdf,사내 업무 효율화 TF,지원요청,.pdf,2025-03-13 04:24:41,root
test_workspace\folder_5179_F\회의.pdf,회의.pdf,2025 3분기 마케팅 캠페인,계약,.pdf,2025-02-04 01:42:41,random_folder
test_workspace\기타\-사본j3bx.png,-사본j3bx.png,기타,예산안,.png,2025-02-11 23:03:41,project_folder
test_workspace\folder_9694_O\_last.pdf,_last.pdf,기타,캠페인제안서,.pdf,2024-10-12 19:59:41,random_folder
test_workspace\folder_7956_W\-최종본(2).txt,-최종본(2).txt,2025 3분기 마케팅 캠페인,기획안,.txt,2025-04-24 19:53:41,random_folder
test_workspace\folder_4967_L\_복사본@#_72.xlsx,_복사본@#_72.xlsx,내부지원,기획안,.xlsx,2025-04-10 04:11:41,random_folder
test_workspace\folder_9694_O\_LAST.pptx,_LAST.pptx,협력사,견적,.pptx,2025-02-24 21:21:41,random_folder
test_workspace\folder_4687_T\-최종(최종).jpg,-최종(최종).jpg,기타,발표자료,.jpg,2024-09-06 10:11:41,random_folder
test_workspace\_last.pdf,_last.pdf,협력사,고객문의,.pdf,2024-10-15 15:30:41,root
test_workspace\folder_4555_G\v1.pptx,v1.pptx,외부고객,결과보고서,.pptx,2025-06-19 20:59:41,random_folder
test_workspace\_복사본@#.pptx,_복사본@#.pptx,사내 업무 효율화 TF,고객문의,.pptx,2024-11-08 19:18:41,root
test_workspace\final9zxxvm@#.docx,final9zxxvm@#.docx,사내 업무 효율화 TF,개발일정,.docx,2025-05-14 02:22:41,root
test_workspace\folder_7026_Z\-최종본(최종)_54.png,-최종본(최종)_54.png,신제품 '퀀텀' 출시,결과보고서,.png,2024-10-04 00:43:41,random_folder
test_workspace\-최종(1)jk58i.pdf,-최종(1)jk58i.pdf,사내 업무 효율화 TF,개발일정,.pdf,2025-05-06 02:10:41,root
test_workspace\folder_4493_I\v1.pptx,v1.pptx,사내 업무 효율화 TF,캠페인제안서,.pptx,2025-05-26 18:21:41,random_folder
test_workspace\folder_1478_S\수정본.png,수정본.png,외부고객,이슈,.png,2024-12-15 09:13:41,random_folder
test_workspace\folder_3025_M\고객문의.pptx,고객문의.pptx,사내 업무 효율화 TF,개선안,.pptx,2025-02-03 00:35:41,random_folder
test_workspace\folder_6933_X\보고서5yd99.txt,보고서5yd99.txt,2025 3분기 마케팅 캠페인,견적,.txt,2025-08-05 01:34:41,random_folder
test_workspace\첨부1k.txt,첨부1k.txt,외부고객,계약,.txt,2025-01-13 20:27:41,root
test_workspace\folder_4546_U\-최종본(2)w118q.docx,-최종본(2)w118q.docx,2025 3분기 마케팅 캠페인,예산안,.docx,2024-12-06 07:33:41,random_folder
test_workspace\folder_2999_D\v2cu8j3.pdf,v2cu8j3.pdf,외부고객,QnA,.pdf,2024-12-03 13:44:41,random_folder
test_workspace\folder_6561_Y\결과GL6.png,결과GL6.png,2025 3분기 마케팅 캠페인,지원요청,.png,2025-07-03 20:30:41,random_folder
test_workspace\_복사본fbn.png,_복사본fbn.png,신제품 '퀀텀' 출시,계약,.png,2025-04-30 07:45:41,root
test_workspace\내부지원\(1).jpg,(1).jpg,내부지원,견적,.jpg,2025-01-06 04:08:41,project_folder
test_workspace\folder_4493_I\_복사본@#.txt,_복사본@#.txt,사내 업무 효율화 TF,고객문의,.txt,2025-03-02 01:49:41,random_folder
test_workspace\folder_7956_W\-최종본(최종).png,-최종본(최종).png,외부고객,예산안,.png,2024-12-04 09:01:41,random_folder
test_workspace\draft5ib2h.jpg,draft5ib2h.jpg,내부지원,디자인시안,.jpg,2024-11-15 10:24:41,root
test_workspace\v3.pptx,v3.pptx,2025 3분기 마케팅 캠페인,기획안,.pptx,2025-03-25 07:07:41,root
test_workspace\피드백T5.pdf,피드백T5.pdf,사내 업무 효율화 TF,설문결과,.pdf,2024-11-29 13:12:41,root
test_workspace\-최종본(2)xpzsmw.pdf,-최종본(2)xpzsmw.pdf,협력사,개발일정,.pdf,2025-03-15 17:34:41,root
test_workspace\-최종본(최종)8vhv4y.jpg,-최종본(최종)8vhv4y.jpg,협력사,요구사항정의서,.jpg,2025-08-13 16:04:41,root
test_workspace\-최종본(최종).pdf,-최종본(최종).pdf,협력사,개선안,.pdf,2025-08-14 10:50:41,root
test_workspace\v2.pptx,v2.pptx,신제품 '퀀텀' 출시,QnA,.pptx,2024-09-14 02:05:41,root
test_workspace\외부고객\(최종)ulh.pdf,(최종)ulh.pdf,외부고객,회의록,.pdf,2024-10-04 18:13:41,project_folder
test_workspace\2025_3분기_마케팅_캠페인\QNAKZYY11.jpg,QNAKZYY11.jpg,2025 3분기 마케팅 캠페인,광고시안,.jpg,2025-03-19 01:19:41,project_folder
test_workspace\folder_5723_C\보고서fvh.xlsx,보고서fvh.xlsx,기타,기획안,.xlsx,2025-07-31 22:06:41,random_folder
test_workspace\QnA.docx,QnA.docx,협력사,캠페인제안서,.docx,2024-12-07 14:37:41,root
test_workspace\folder_9694_O\-최종(2).txt,-최종(2).txt,외부고객,고객문의,.txt,2025-03-26 00:34:41,random_folder
